,fields used by students to decide on the labels,,,,,,dropdown list definitions,
http://n2t.net/ark:/65665/300247647-bb11-4512-b6d7-f56a92630def,Fishes,,"Atlantic, United States, Florida, Brevard County","Florida, Brevard County, Port Canaveral Trident Basin, west revetment","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Lutjanidae, Lutjaninae","Terrestrial water body,
Active human occupation site",Marine water body,
http://n2t.net/ark:/65665/3002dbb53-b4e4-4cca-858c-425cf47685a5,Fishes,,"Pacific, Kaneohe Bay, United States, Hawaii, Honolulu County, Hawaiian Islands, Oahu","Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Lutjanidae, Lutjaninae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/30109b48c-5a9c-4605-a97f-e2e95cb777fc,Fishes,,"Atlantic, United States, Florida, St. Lucie County","Florida, St. Lucie County, Indian River Lagoon, Jaycee Park, north end of Hutchinson Island","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Lutjanidae, Lutjaninae",,Terrestrial water body,Percidae are a family of ray-finned fish found in fresh and brackish waters 
http://n2t.net/ark:/65665/30116148f-dfc3-466e-b929-b5ca478950bd,Fishes,,"Atlantic, Caribbean Sea, Curacao, Leeward Antilles, ABC Islands, Curacao","Curacao, Boca Sami","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Lutjanidae, Lutjaninae",,Marine water body,
http://n2t.net/ark:/65665/30031e91c-221a-437f-902b-fdeae85093dd,Fishes,,"Pacific, French Polynesia, Tuamotu-Gambier, Gambier Islands, Vaiatekeue","Gambier Archipelago, east of Mangareva, near Vaiatekeue Island, rock and rubble channels in small Hoa (gap between two islands) on reef crest of barrier reef in northeast section of the archipelago, just north of Totegegie","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Mugilidae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/30043dbda-d0f6-4fd2-a358-529adfc84563,Fishes,,"Atlantic, Gulf of Mexico, United States, Texas, Cameron County","Texas, Canal off Rte 4 (Boca Chica Blvd) between Brownsville and ocean","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Mugilidae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/300fd6a62-a3dc-4195-9c49-e9fd4f5f4f1e,Fishes,,"Atlantic, Gulf of Mexico, Laguna Madre, United States, Texas, Cameron County, South Padre Island","Texas, South Padre Island, Laguna Madre","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Mugilidae",,Marine water body,
http://n2t.net/ark:/65665/300086f3d-c044-4027-9b37-163e75ac7c21,Fishes,,"Atlantic, Caribbean Sea, Belize, Carrie Bow Cay","Belize, Carrie Bow Cay","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Mullidae",Marine water body,Marine water body,Collection Method:        Rotenone and spear; spear implies working in water body; Rotenone is a poison used to kill fish.  
http://n2t.net/ark:/65665/300541348-9ad8-41ca-8ca5-647b51a94df5,Fishes,,"Pacific, French Polynesia, Austral Islands, Austral Islands, Rimatara","Austral Islands, Rimatara, outer reef slope with dead coral structure, but little live coral.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Mullidae",,Marine water body,
http://n2t.net/ark:/65665/3011fc1cd-c4af-4c81-9b8f-7acb11f45104,Fishes,,"Atlantic, Caribbean Sea, Caracas Bay, Curacao, Lesser Antilles, Leeward Antilles, Curacao","Curacao, Caracas Bay, near inlet.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Mullidae",,Marine water body,
http://n2t.net/ark:/65665/3006705ac-dab1-4c4d-bb24-85e471bed182,Fishes,,"Atlantic, Caribbean Sea, Belize, Carrie Bow Cay","Belize, Carrie Bow Cay, south of South Cut.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Opistognathidae",,Marine water body,
http://n2t.net/ark:/65665/3002fa3c2-170b-49d0-acd9-8eacad8ae662,Fishes,,"Pacific, French Polynesia, Marquesas Islands, Marquesas Islands, Nuku Hiva","Marquesas, Nuku Hiva, Ahopu.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Pempheridae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/3005176fa-28a4-4cf4-a2d9-48f350d01862,Fishes,,"North America, United States, Maryland, Anne Arundel County","Maryland, Anne Arundel County, Patuxent River, Galloway Creek","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Percidae",,Terrestrial water body,Percidae are a family of ray-finned fish found in fresh and brackish waters 
http://n2t.net/ark:/65665/3011ed8ff-aeb1-4e25-ac0c-757ba20816b9,Fishes,,"Pacific, French Polynesia, Leeward Islands, Society Islands, Mopelia Atoll [Maupihaa]","Mopelia Atoll, outer reef slope at drop-off on northeast side of atoll, coral and rock","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Pomacanthidae",,Marine water body,
http://n2t.net/ark:/65665/3008bdae2-c3fb-40e6-a60e-bcddc9a0f090,Fishes,,"Atlantic, United States, Florida, Brevard County","Florida, Brevard County, Port Canaveral Trident Basin, west revetment","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Sciaenidae",,Marine water body,
http://n2t.net/ark:/65665/300a7d3b6-b673-48a2-acaf-63c467eec492,Fishes,,"Atlantic, United States",,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Sciaenidae",,Marine water body,
http://n2t.net/ark:/65665/300dec621-ea58-4e82-8d06-2bc2251e4c7c,Fishes,,"Atlantic, Gulf of Mexico, United States, Texas, Calhoun County","Texas, Salt marsh and beach at Rte 35 Causeway near Point Comfort","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Sciaenidae",,Marine water body,
http://n2t.net/ark:/65665/3013725f1-edf1-462f-8e74-ad7bc510d151,Fishes,,"Atlantic, Chesapeake Bay, United States, Maryland, Anne Arundel County","Maryland, Chesapeake Bay, Anne Arundel County","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Sciaenidae",,Marine water body,
http://n2t.net/ark:/65665/30026c97d-33a9-449a-abe5-ae8112f7eeb6,Fishes,,"Atlantic, Caribbean Sea, Curacao, Lesser Antilles, Leeward Antilles, Klein Curacao","Curacao, Klein Curacao, towed to SW tip of the island.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Anthiinae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/3003186b1-01c5-4fc9-bb04-c9206cb9dcd2,Fishes,,"Atlantic, Caribbean Sea, Curacao, Lesser Antilles, Leeward Antilles, Curacao","Curacao, east of downline at Substation Curacao.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Anthiinae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/30136d773-6a7d-4e98-9b0f-f3579da67976,Fishes,,"Pacific, French Polynesia, Tuamotu Archipelago, Palliser Islands, Rangiroa","Rangiroa, Tiputa","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Anthiinae",,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/30000cb27-702b-4d34-ac24-3e46e14d5519,Fishes,,"Pacific, French Polynesia, Society Islands, Moorea","Moorea, Club Med.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/300326ce0-7f23-4299-ad18-0de4e379d168,Fishes,,"Atlantic, Caribbean Sea, Bahamas, Bahamian Archipelago, Bahama Islands, GreatHarbor Cay","Bahamas, Berry Islands, Great Harbor Cay, Sugar Beach Cave","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/30033af9f-1b32-409a-aa82-ef44a438a4ec,Fishes,,"Atlantic, Caribbean Sea, Curacao, Leeward Antilles, ABC Islands, Curacao","Curacao, Blue Bay, slope and wall off small lagoon just SE of resort","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/30042dc22-c1af-408d-8f6d-8030a5df662f,Fishes,,"Atlantic, Caribbean Sea, Belize, Carrie Bow Cay","Belize, Carrie Bow Cay lagoon","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/3007fd471-e0c2-4c9f-b6e1-43fed5b8e30f,Fishes,,"Pacific, French Polynesia, Austral Islands, Austral Islands, Rimatara","Austral Islands, Rimatara, outer reef slope with dead coral structure, but little live coral.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/300a2485f-4e68-470d-9473-48e40e4c2187,Fishes,,"Atlantic, Caribbean Sea, Belize",Belize City market,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/300a93160-86dc-46cc-913b-e3c510e3a640,Fishes,,"Pacific, Wallis and Futuna, Futuna","Wallis and Futuna, Futuna Island, east coast, wall of outer reef with sand at base, sparse live coral.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/300fea24b-f341-4951-b4f6-647198f2265b,Fishes,,"Atlantic, Caribbean Sea, Belize, Carrie Bow Cay","Belize, north of Carrie Bow Cay","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Epinephelinae",,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/30003a155-444f-4add-9ec0-48bd2631237e,Fishes,,"Atlantic, Caribbean Sea, Caracas Bay, Curacao, Lesser Antilles, Leeward Antilles, Curacao","Curacao, Caracas Bay, east of dive shop.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Serraninae",Marine water body,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/30067f495-205b-4441-9462-0501e65da916,Fishes,,"Atlantic, Caribbean Sea, Belize","Belize, Carrie Bow Cay, outer reef","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Serranidae, Serraninae",,Marine water body,Serranidae are a family of fishes living in tropical and subtropical seas worldwide.
http://n2t.net/ark:/65665/3011fbc8e-b1c9-48af-9161-8d728ac02a70,Fishes,,"Atlantic, United States, Florida, Brevard County","Florida, Brevard County, Port Canaveral Trident Basin, west revetment","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Sparidae",,Marine water body,
http://n2t.net/ark:/65665/30076a480-bdb3-471e-9059-8af4f32deb4d,Fishes,,"Atlantic, Caribbean Sea, Curacao, Lesser Antilles, Leeward Antilles, Curacao","Curacao, east of downline at Substation Curacao.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Symphysanodontidae",,Marine water body,
http://n2t.net/ark:/65665/300aee808-9b24-46d5-a8c1-fa8089feac7d,Fishes,,"Atlantic, Caribbean Sea, Curacao, Lesser Antilles, Leeward Antilles, Curacao","Curacao, off Substation Curacao downline.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Symphysanodontidae",,Marine water body,
http://n2t.net/ark:/65665/3008dca23-bbbe-48c3-89fb-12db12a300a2,Fishes,,"Atlantic, Caribbean Sea, Belize, Pelican Cays, Cat Cay","Belize, Cat Cay, Pelican Keys.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Scrombroidei, Scombridae, Scombrinae",,Marine water body,
http://n2t.net/ark:/65665/30098c4ee-db35-4834-b8e1-c3eeee476326,Fishes,,"Pacific, French Polynesia, Society Islands, Moorea",East coast of Moorea,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Scrombroidei, Scombridae, Scombrinae",,Marine water body,
http://n2t.net/ark:/65665/300d4c17d-0462-42de-a038-b9c70977d163,Fishes,,"Pacific, Tayabas Bay, Philippines, Quezon, Philippine Archipelago, Luzon","Philippines, Quezon Province, Lucena City central market, Dalahican port, Tayabas Bay.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Scrombroidei, Scombridae, Scombrinae",,"Active human occupation site, Marine water body",
http://n2t.net/ark:/65665/300fba696-ddfe-4bc1-a52b-ce8f7fbdcb2b,Fishes,,"Atlantic, Gulf of Mexico, United States, Texas, Nueces County, Mustang Island","Texas, Lydia Ann Channel, near Port Aransas","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Scrombroidei, Trichiuridae, Trichiurinae",,Marine water body,
http://n2t.net/ark:/65665/3001d375a-173b-4a00-a184-98cb0dc81691,Fishes,,"Atlantic, Caribbean Sea, Belize",,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Stromateoidei, Nomeidae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/3006671a6-f3bd-498f-92b5-a1aaa0d92912,Fishes,,"Atlantic, Caribbean Sea, Honduras",,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Stromateoidei, Nomeidae",,Marine water body,
http://n2t.net/ark:/65665/3010fe9e3-048e-40de-99e3-110839d6b421,Fishes,,"Pacific, Philippines, Bohol, Philippine Archipelago, Visayas, Bohol","Philippines, Bohol, Mangga market. The vendor claims that it was caught near Mangga, Cebu Strait.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Trachinoidei, Pinguipedidae",,Marine water body,
http://n2t.net/ark:/65665/30146d2f9-3b44-4374-ba50-7dcf2d50d1bc,Fishes,,"Atlantic, Caribbean Sea, Honduras",,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Trachinoidei, Uranoscopidae",,Marine water body,
http://n2t.net/ark:/65665/300aa6332-2025-4fae-8e2f-cbfc2a207352,Fishes,,"Atlantic, Caribbean Sea, Belize","Belize, vicinity of Carrie Bow Cay, reared in lab","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Pleuronectiformes, Pleuronectoidei, Bothidae",,Marine water body,
http://n2t.net/ark:/65665/301385dc5-e08a-45f7-995a-49f45af34600,Fishes,,"Atlantic, United States, Florida","Florida, Altantic coast, gulf stream.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Pleuronectiformes, Pleuronectoidei, Paralichthyidae",,Marine water body,
http://n2t.net/ark:/65665/30013cd51-39cc-4d5b-9f28-0924e575d1e0,Fishes,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Scorpaeniformes, Scorpaenoidei, Scorpaenidae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/300ceb508-4e89-42d9-932b-57367c9c1d2b,Fishes,,"Pacific, French Polynesia, Tuamotu-Gambier, Gambier Islands, Kouaku","Gambier Archipelago, Kouaku Island, on southeast side of archipelago, small surge channel in outer reef.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Scorpaeniformes, Scorpaenoidei, Scorpaenidae, Caracanthinae",,Marine water body,
http://n2t.net/ark:/65665/300114105-8c22-4284-8a96-ffc3a0f5d531,Fishes,,"Pacific, Costa Rica",,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Scorpaeniformes, Scorpaenoidei, Scorpaenidae, Scorpaeninae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/3004ffeed-2c26-4fcc-ac42-ee6378621458,Fishes,,"Pacific, French Polynesia, Society Islands, Moorea","Moorea, outer slope - Tiahura.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Scorpaeniformes, Scorpaenoidei, Scorpaenidae, Scorpaeninae",Marine water body,Marine water body,
http://n2t.net/ark:/65665/300629afe-6a2c-4534-af61-2b072328388f,Fishes,,"Pacific, French Polynesia, Leeward Islands, Society Islands, Scilly Atoll [Manuae]","Scilly Atoll, outer reef slope on southwest side of atoll on a coral slope.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Scorpaeniformes, Scorpaenoidei, Scorpaenidae, Scorpaeninae",,Marine water body,
http://n2t.net/ark:/65665/3006c06ad-3fc4-48bf-aaca-4ad93774669d,Fishes,,"Atlantic, Caribbean Sea, Curacao, Lesser Antilles, Leeward Antilles, Curacao","Curacao, east of downline at Substation Curacao.","Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Scorpaeniformes, Scorpaenoidei, Scorpaenidae, Scorpaeninae",,Marine water body,
